year,date,tournament,level,division,category,placement,total_teams,school,city,state
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,35,47,Chapel Hill High School,Chapel Hill,NC
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,26,47,Downey High School,Modesto,CA
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,9,47,Oxford Hills High School,South Paris,ME
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,17,47,C.E. Byrd High School,Shreveport,LA
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,21,47,Lincoln East High School,Lincoln,NE
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,10,47,Donald E. Gavit Junior/Senior High School,Hammond,IN
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,45,47,Auburn High School,Auburn,AL
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,38,47,Valley City Junior/Senior High School,Valley City,ND
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,46,47,Northshore High School,Slidell,LA
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,1,47,Helena High School,Helena,MT
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,27,47,Apple Valley High School,Apple Valley,MN
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,43,47,Overland High School,Aurora,CO
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,40,47,Saguaro High School,Scottsdale,AZ
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,2,47,Albuquerque Academy,Albuquerque,NM
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,44,47,Ooltewah High School,Ooltewah,TN
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,12,47,Sehome High School,Bellingham,WA
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,6,47,Langham Creek High School,Houston,TX
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,8,47,Concord-Carlisle High School,Concord,MA
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,3,47,Middlesboro High School,Middlesboro,KY
1989,1989-05-20,1989-05-20_nationals_c,Nationals,C,nationals,41,47,Salina High School South,Salina,KS
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,24,24,Gompers Secondary School,San Diego,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,11,24,Tierra Del Sol Middle School,Lakeside,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,16,24,Bell Junior High School,San Diego,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,4,24,Eagle Rock High School,Los Angeles,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,14,24,Foothills Middle School,Arcadia,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,20,24,Ladera Vista Junior High School of the Arts,Fullerton,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,10,24,Stephens Middle School,Long Beach,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,5,24,Moore Middle School,Redlands,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,12,24,Lewis Middle School,San Diego,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,8,24,Joe Walker Middle School,Quartz Hill,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,15,24,Briggs Middle School,Chino,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,9,24,Lake Center Middle School,Santa Fe Springs,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,21,24,Vista Verde K-8 School,Irvine,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,18,24,Travis Ranch Middle School,Yorba Linda,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,7,24,Cerro Villa Middle School,Villa Park,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,19,24,West Middle School,Downey,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,13,24,Granger Junior High School,National City,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,22,24,Marco Forster Middle School,San Juan Capistrano,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,23,24,Carver Middle School,Los Angeles,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,6,24,R. Roger Rowe School,Rancho Santa Fe,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,3,24,MacQueen Middle School,Alpine,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,17,24,Southwest Middle School,San Diego,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,2,24,Hewes Middle School,Santa Ana,CA
1990,1990-01-01,1990-01-01_sCA_states_b,States,B,ca_states,1,24,Lorbeer Middle School,Diamond Bar,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,31,24,La Jolla High School,La Jolla,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,46,24,Gompers Secondary School,San Diego,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,47,24,Troy High School,Fullerton,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,44,24,Rancho Buena Vista High School,Vista,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,29,24,Irvine High School,Irvine,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,28,24,Beverly Hills High School,Beverly Hills,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,25,24,Arcadia High School,Arcadia,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,27,24,Patrick Henry High School,San Diego,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,33,24,Esperanza High School,Anaheim,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,34,24,Woodbridge High School,Irvine,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,39,24,Villa Park High School,Villa Park,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,40,24,Morse High School,San Diego,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,45,24,Mt. Carmel High School,San Diego,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,30,24,Rowland High School,Rowland Heights,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,38,24,Eagle Rock High School,Los Angeles,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,42,24,Garden Grove High School,Garden Grove,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,36,24,University High School,Irvine,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,43,24,Garey High School,Pomona,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,37,24,University City High School,San Diego,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,26,24,El Capitan High School,Lakeside,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,35,24,Laguna Hills High School,Laguna Hills,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,48,24,Redondo Union High School,Redondo Beach,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,32,24,Warren High School,Downey,CA
1990,1990-01-01,1990-01-01_sCA_states_c,States,C,ca_states,41,24,Downey High School,Downey,CA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,1,48,Irmo High School,Columbia,SC
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,8,48,La Jolla High School,La Jolla,CA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,24,48,Madison West High School,Madison,WI
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,31,48,Stone Mountain High School,Stone Mountain,GA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,30,48,Stroudsburg High School,Stroudsburg,PA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,42,48,Centerville High School,Centerville,OH
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,15,48,Cicero-North Syracuse High School,Cicero,NY
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,29,48,Washington Park High School,Racine,WI
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,12,48,Lakeridge High School,Lake Oswego,OR
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,18,48,New Trier Township High School,Winnetka,IL
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,28,48,Fargo South High School,Fargo,ND
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,6,48,Concord-Carlisle High School,Concord,MA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,10,48,Toledo High School,Toledo,WA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,45,48,Overland High School,Aurora,CO
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,43,48,Beavercreek High School,Beavercreek,OH
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,9,48,Maine-Endwell High School,Endwell,NY
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,38,48,Lanier High School,Montgomery,AL
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,22,48,Haverford High School,Havertown,PA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,41,48,Eisenhower High School,Shelby Township,MI
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,17,48,Oak Ridge High School,Oak Ridge,TN
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,13,48,Saguaro High School,Scottsdale,AZ
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,37,48,Tift County High School,Tifton,GA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,16,48,Ladue Horton Watkins High School,St. Louis,MO
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,20,48,Buffalo Grove High School,Buffalo Grove,IL
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,21,48,Pembroke Hill School,Kansas City,MO
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,7,48,Page High School,Greensboro,NC
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,23,48,Helena High School,Helena,MT
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,11,48,Alexis I. duPont High School,Greenville,DE
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,26,48,Lincoln East High School,Lincoln,NE
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,34,48,White Bear Lake Area High School,White Bear Lake,MN
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,4,48,Donald E. Gavit Junior/Senior High School,Hammond,IN
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,27,48,Downey High School,Modesto,CA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,2,48,Apple Valley High School,Apple Valley,MN
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,25,48,C.E. Byrd High School,Shreveport,LA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,32,48,Oxford Hills High School,South Paris,ME
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,39,48,Auburn High School,Auburn,AL
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,14,48,Saint Mark's High School,Wilmington,DE
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,40,48,Forest Hills Central High School,Grand Rapids,MI
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,46,48,Classical High School,Providence,RI
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,44,48,Air Academy High School,Air Force Academy,CO
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,3,48,Middlesboro High School,Middlesboro,KY
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,48,48,Benjamin Franklin High School,New Orleans,LA
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,19,48,Yankton High School,Yankton,SD
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,47,48,Belen High School,Belen,NM
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,5,48,Lamar Consolidated High School,Rosenberg,TX
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,35,48,Franklin High School,Franklin,TN
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,33,48,Provine High School,Jackson,MS
1990,1990-05-19,1990-05-19_nationals_c,Nationals,C,nationals,36,48,Chapel Hill High School,Chapel Hill,NC
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_b,Regionals,B,sca_regional,1,10,Ladera Vista Junior High School of the Arts,Fullerton,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_b,Regionals,B,sca_regional,2,10,Marco Forster Middle School,San Juan Capistrano,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_b,Regionals,B,sca_regional,3,10,El Rancho Charter School,Anaheim,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_b,Regionals,B,sca_regional,4,10,Santiago Charter Middle School,Orange,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_b,Regionals,B,sca_regional,5,10,Cerro Villa Middle School,Villa Park,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_b,Regionals,B,sca_regional,6,10,Bernardo Yorba Middle School,Yorba Linda,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_b,Regionals,B,sca_regional,7,10,Vista Verde K-8 School,Irvine,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_b,Regionals,B,sca_regional,8,10,Travis Ranch Middle School,Yorba Linda,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_b,Regionals,B,sca_regional,9,10,MacArthur Fundamental Intermediate School,Santa Ana,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_b,Regionals,B,sca_regional,10,10,Lydia Romero-Cruz Academy,Santa Ana,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,1,17,Troy High School,Fullerton,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,2,17,Esperanza High School,Anaheim,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,3,17,El Modena High School,Orange,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,4,17,Villa Park High School,Villa Park,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,5,17,Irvine High School,Irvine,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,6,17,Garden Grove High School,Garden Grove,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,7,17,University High School,Irvine,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,8,17,La Habra High School,La Habra,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,9,17,Sonora High School,La Habra,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,10,17,Woodbridge High School,Irvine,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,11,17,Fullerton Union High School,Fullerton,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,12,17,Bolsa Grande High School,Garden Grove,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,13,17,Capistrano Valley High School,Mission Viejo,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,14,17,Santa Ana High School,Santa Ana,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,15,17,Saddleback High School,Santa Ana,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,16,17,Los Amigos High School,Fountain Valley,CA
1991,1991-03-01,1991-03-01_sCA_orange_county_regional_c,Regionals,C,sca_regional,17,17,Valley High School,Santa Ana,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,25,24,Villa Park High School,Villa Park,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,26,24,Redondo Union High School,Redondo Beach,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,27,24,La Jolla High School,La Jolla,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,28,24,Rancho Buena Vista High School,Vista,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,29,24,Esperanza High School,Anaheim,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,30,24,Beverly Hills High School,Beverly Hills,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,31,24,Garden Grove High School,Garden Grove,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,32,24,University High School,Irvine,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,33,24,San Diego High School,San Diego,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,34,24,El Modena High School,Orange,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,35,24,Mira Costa High School,Manhattan Beach,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,36,24,Valley View High School,Moreno Valley,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,37,24,Irvine High School,Irvine,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,38,24,Troy High School,Fullerton,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,39,24,Warren High School,Downey,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,40,24,Patrick Henry High School,San Diego,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,41,24,Nogales High School,La Puente,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,42,24,Garey High School,Pomona,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,43,24,Gompers Secondary School,San Diego,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,44,24,Arcadia High School,Arcadia,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,45,24,Francisco Bravo Senior High Medical Magnet,Los Angeles,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,46,24,Mt. Carmel High School,San Diego,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,47,24,Westlake High School,Thousand Oaks,CA
1991,1991-04-13,1991-04-13_sCA_states_c,States,C,ca_states,48,24,Downey High School,Downey,CA
1991,1991-05-18,1991-05-18_nationals_c,Nationals,C,nationals,43,48,La Jolla High School,La Jolla,CA
1991,1991-05-18,1991-05-18_nationals_c,Nationals,C,nationals,48,48,Irmo High School,Columbia,SC
1991,1991-05-18,1991-05-18_nationals_c,Nationals,C,nationals,44,48,Cicero-North Syracuse High School,Cicero,NY
1991,1991-05-18,1991-05-18_nationals_c,Nationals,C,nationals,24,48,Kettering Fairmont High School,Kettering,OH
1991,1991-05-18,1991-05-18_nationals_c,Nationals,C,nationals,40,48,Holt High School,Holt,MI
1991,1991-05-18,1991-05-18_nationals_c,Nationals,C,nationals,11,48,Pembroke Hill School,Kansas City,MO
1991,1991-05-18,1991-05-18_nationals_c,Nationals,C,nationals,13,48,Haverford High School,Havertown,PA
1991,1991-05-18,1991-05-18_nationals_c,Nationals,C,nationals,16,48,Madison West High School,Madison,WI
1991,1991-05-18,1991-05-18_nationals_c,Nationals,C,nationals,4,48,Stroudsburg High School,Stroudsburg,PA
